month,state,permit,handgun,long_gun,other,Total Sales,Year,Month
2012-10,Washington,11762,13645,13258,747,27650,2012,Oct
2012-10,West Virginia,229,5692,9496,148,15336,2012,Oct
2012-10,Wisconsin,9519,12674,18015,354,31043,2012,Oct
2012-10,Wyoming,359,1550,2439,49,4038,2012,Oct
2012-09,Alabama,421,10831,12511,318,23660,2012,Sep
2012-09,Alaska,3,2338,3131,94,5563,2012,Sep
2012-09,Arizona,5147,9685,7771,364,17820,2012,Sep
2012-09,Arkansas,3799,4717,7672,108,12497,2012,Sep
2012-09,California,22200,26752,29344,52,56148,2012,Sep
2012-09,Colorado,3437,13865,13590,370,27825,2012,Sep
2012-09,Connecticut,8264,4440,4025,170,8635,2012,Sep
2012-09,Delaware,0,1097,973,33,2103,2012,Sep
2012-09,District of Columbia,0,28,1,0,29,2012,Sep
2012-09,Florida,0,33996,20479,895,55370,2012,Sep
2012-09,Georgia,8164,9188,9206,197,18591,2012,Sep
2012-09,Guam,0,30,33,3,66,2012,Sep
2012-09,Hawaii,1334,0,0,0,0,2012,Sep
2012-09,Idaho,1779,2439,4728,77,7244,2012,Sep
2012-09,Illinois,45837,11788,12727,0,24515,2012,Sep
2012-09,Indiana,5584,12916,12873,509,26298,2012,Sep
2012-09,Iowa,5352,81,3379,18,3478,2012,Sep
2012-09,Kansas,1095,5147,6172,201,11520,2012,Sep
2012-09,Kentucky,194898,7850,9397,155,17402,2012,Sep
2012-09,Louisiana,0,11017,16304,359,27680,2012,Sep
2012-09,Maine,0,2838,5155,96,8089,2012,Sep
2012-09,Mariana Islands,0,0,0,0,0,2012,Sep
2012-09,Maryland,0,4569,4704,25,9298,2012,Sep
2012-09,Massachusetts,10529,4108,2536,198,6842,2012,Sep
2012-09,Michigan,16637,1039,14424,194,15657,2012,Sep
2012-09,Minnesota,12011,7119,16723,277,24119,2012,Sep
2012-09,Mississippi,366,4532,7018,146,11696,2012,Sep
2012-09,Missouri,2898,15282,15154,498,30934,2012,Sep
2012-09,Montana,752,2673,5512,71,8256,2012,Sep
2012-09,Nebraska,3095,80,2506,9,2595,2012,Sep
2012-09,Nevada,1034,4325,3638,192,8155,2012,Sep
2012-09,New Hampshire,2370,3837,3776,31,7644,2012,Sep
2012-09,New Jersey,0,3487,2801,183,6471,2012,Sep
2012-09,New Mexico,436,4034,4265,161,8460,2012,Sep
2012-09,New York,2185,5784,19289,564,25637,2012,Sep
2012-09,North Carolina,15111,662,13039,261,13962,2012,Sep
2012-09,North Dakota,619,1435,4176,35,5646,2012,Sep
2012-09,Ohio,0,22700,18049,649,41398,2012,Sep
2012-09,Oklahoma,0,10048,10635,430,21113,2012,Sep
2012-09,Oregon,44,9240,10918,0,20158,2012,Sep
2012-09,Pennsylvania,18775,27,53559,203,53789,2012,Sep
2012-09,Puerto Rico,0,931,186,9,1126,2012,Sep
2012-09,Rhode Island,0,821,791,20,1632,2012,Sep
2012-09,South Carolina,5529,6784,6071,190,13045,2012,Sep
2012-09,South Dakota,0,2033,4472,49,6554,2012,Sep
2012-09,Tennessee,4956,15153,14344,0,29497,2012,Sep
2012-09,Texas,11425,36471,45464,1454,83389,2012,Sep
2012-09,Utah,9595,2559,3815,47,6421,2012,Sep
2012-09,Vermont,0,1128,1774,25,2927,2012,Sep
2012-09,Virgin Islands,0,34,6,1,41,2012,Sep
2012-09,Virginia,0,17365,15658,726,33749,2012,Sep
2012-09,Washington,9647,12209,11217,526,23952,2012,Sep
2012-09,West Virginia,308,5746,8041,135,13922,2012,Sep
2012-09,Wisconsin,7616,11137,14610,303,26050,2012,Sep
2012-09,Wyoming,226,1599,2408,35,4042,2012,Sep
2012-08,Alabama,542,13805,12264,386,26455,2012,Aug
2012-08,Alaska,60,2881,3703,115,6699,2012,Aug
2012-08,Arizona,5656,10858,8157,420,19435,2012,Aug
2012-08,Arkansas,2711,4935,6330,92,11357,2012,Aug
2012-08,California,25118,29494,31911,63,61468,2012,Aug
2012-08,Colorado,3563,15970,13345,430,29745,2012,Aug
2012-08,Connecticut,9722,4776,3816,171,8763,2012,Aug
2012-08,Delaware,0,1198,980,33,2211,2012,Aug
2012-08,District of Columbia,0,37,3,0,40,2012,Aug
2012-08,Florida,0,37184,20301,1162,58647,2012,Aug
2012-08,Georgia,9914,10610,9326,189,20125,2012,Aug
2012-08,Guam,0,39,36,1,76,2012,Aug
2012-08,Hawaii,1426,0,0,0,0,2012,Aug
2012-08,Idaho,2157,2571,4123,71,6765,2012,Aug
2012-08,Illinois,57937,12980,14054,0,27034,2012,Aug
2012-08,Indiana,7534,13991,12638,593,27222,2012,Aug
2012-08,Iowa,6876,82,2810,14,2906,2012,Aug
2012-08,Kansas,1582,5923,6423,241,12587,2012,Aug
2012-08,Kentucky,193694,8244,8463,170,16877,2012,Aug
2012-08,Louisiana,0,9985,11956,346,22287,2012,Aug
2012-08,Maine,0,2833,3623,83,6539,2012,Aug
2012-08,Mariana Islands,0,0,0,0,0,2012,Aug
2012-08,Maryland,85,5534,4683,44,10261,2012,Aug
2012-08,Massachusetts,10178,4616,2689,177,7482,2012,Aug
2012-08,Michigan,19047,1179,11769,210,13158,2012,Aug
2012-08,Minnesota,13106,7738,12588,253,20579,2012,Aug
2012-08,Mississippi,545,5764,7545,158,13467,2012,Aug
2012-08,Missouri,3078,16799,15229,546,32574,2012,Aug
2012-08,Montana,959,3047,4567,57,7671,2012,Aug
2012-08,Nebraska,3574,91,2335,10,2436,2012,Aug
2012-08,Nevada,1958,4693,3576,174,8443,2012,Aug
2012-08,New Hampshire,2834,3890,3151,27,7068,2012,Aug
2012-08,New Jersey,0,3918,3039,222,7179,2012,Aug
2012-08,New Mexico,709,4661,4097,187,8945,2012,Aug
2012-08,New York,2784,6177,14572,462,21211,2012,Aug
2012-08,North Carolina,17510,663,13545,346,14554,2012,Aug
2012-08,North Dakota,650,1532,3269,32,4833,2012,Aug
2012-08,Ohio,0,23175,16601,763,40539,2012,Aug
2012-08,Oklahoma,0,12054,10903,502,23459,2012,Aug
2012-08,Oregon,14,9485,8795,0,18280,2012,Aug
2012-08,Pennsylvania,3014,44,72106,10,72160,2012,Aug
2012-08,Puerto Rico,0,1053,285,3,1341,2012,Aug
2012-08,Rhode Island,0,771,744,13,1528,2012,Aug
2012-08,South Carolina,6624,7592,6331,155,14078,2012,Aug
2012-08,South Dakota,0,2131,3794,59,5984,2012,Aug
2012-08,Tennessee,5372,17328,15654,0,32982,2012,Aug
2012-08,Texas,16917,40131,44238,1693,86062,2012,Aug
2012-08,Utah,12767,2746,3221,46,6013,2012,Aug
2012-08,Vermont,0,1073,1258,21,2352,2012,Aug
2012-08,Virgin Islands,0,31,7,0,38,2012,Aug
2012-08,Virginia,0,17146,14148,745,32039,2012,Aug
2012-08,Washington,10860,13652,10437,661,24750,2012,Aug
2012-08,West Virginia,89,6099,6846,152,13097,2012,Aug
2012-08,Wisconsin,10198,11551,11991,311,23853,2012,Aug
2012-08,Wyoming,408,1813,2131,43,3987,2012,Aug
2012-07,Alabama,476,12182,9921,296,22399,2012,Jul
2012-07,Alaska,23,2555,2737,84,5376,2012,Jul
2012-07,Arizona,5238,9696,6340,342,16378,2012,Jul
2012-07,Arkansas,2809,4346,4738,87,9171,2012,Jul
2012-07,California,26121,26313,27530,52,53895,2012,Jul
2012-07,Colorado,3506,13433,10672,315,24420,2012,Jul
2012-07,Connecticut,9371,4099,2942,120,7161,2012,Jul
2012-07,Delaware,0,1031,802,37,1870,2012,Jul
2012-07,District of Columbia,0,41,0,0,41,2012,Jul
2012-07,Florida,0,34543,17864,926,53333,2012,Jul
2012-07,Georgia,8928,9216,6776,173,16165,2012,Jul
2012-07,Guam,0,32,27,1,60,2012,Jul
2012-07,Hawaii,1313,0,0,0,0,2012,Jul
2012-07,Idaho,2060,2052,2972,58,5082,2012,Jul
2012-07,Illinois,43809,11401,9755,0,21156,2012,Jul
2012-07,Indiana,6499,11809,9380,387,21576,2012,Jul
2012-07,Iowa,6372,73,2036,16,2125,2012,Jul
2012-07,Kansas,2066,5192,4622,178,9992,2012,Jul
2012-07,Kentucky,191827,7523,6566,128,14217,2012,Jul
2012-07,Louisiana,0,8963,8184,261,17408,2012,Jul
2012-07,Maine,0,2231,2681,71,4983,2012,Jul
2012-07,Mariana Islands,0,0,0,0,0,2012,Jul
2012-07,Maryland,1,4558,3668,38,8264,2012,Jul
2012-07,Massachusetts,8695,3734,1973,132,5839,2012,Jul
2012-07,Michigan,16257,1026,8053,141,9220,2012,Jul
2012-07,Minnesota,10550,6424,7588,230,14242,2012,Jul
2012-07,Mississippi,480,4557,4712,113,9382,2012,Jul
2012-07,Missouri,2804,13903,10796,431,25130,2012,Jul
2012-07,Montana,990,2532,3400,46,5978,2012,Jul
2012-07,Nebraska,2771,73,1595,12,1680,2012,Jul
2012-07,Nevada,1170,4086,3108,148,7342,2012,Jul
2012-07,New Hampshire,2317,3350,2598,20,5968,2012,Jul
2012-07,New Jersey,0,3759,2504,167,6430,2012,Jul
2012-07,New Mexico,547,3853,3378,123,7354,2012,Jul
2012-07,New York,2166,6002,11448,372,17822,2012,Jul
2012-07,North Carolina,15805,653,9311,234,10198,2012,Jul
2012-07,North Dakota,1053,1273,2344,24,3641,2012,Jul
2012-07,Ohio,0,20677,13904,581,35162,2012,Jul
2012-07,Oklahoma,0,10487,7960,378,18825,2012,Jul
2012-07,Oregon,11,8707,7660,0,16367,2012,Jul
2012-07,Pennsylvania,319,40,63868,0,63908,2012,Jul
2012-07,Puerto Rico,0,962,208,3,1173,2012,Jul
2012-07,Rhode Island,0,763,622,17,1402,2012,Jul
2012-07,South Carolina,9130,6315,4318,138,10771,2012,Jul
2012-07,South Dakota,0,1693,2627,34,4354,2012,Jul
2012-07,Tennessee,7955,15308,11123,0,26431,2012,Jul
2012-07,Texas,14657,35783,29918,1315,67016,2012,Jul
2012-07,Utah,10831,2227,2623,35,4885,2012,Jul
2012-07,Vermont,0,985,1019,31,2035,2012,Jul
2012-07,Virgin Islands,0,25,8,0,33,2012,Jul
2012-07,Virginia,0,17361,12028,675,30064,2012,Jul
2012-07,Washington,9529,12532,9007,584,22123,2012,Jul
2012-07,West Virginia,235,4976,4724,117,9817,2012,Jul
2012-07,Wisconsin,7218,10575,7702,217,18494,2012,Jul
2012-07,Wyoming,321,1413,1653,36,3102,2012,Jul
2012-06,Alabama,414,11540,9390,256,21186,2012,Jun
2012-06,Alaska,0,2783,2756,90,5629,2012,Jun
2012-06,Arizona,5808,8893,6121,331,15345,2012,Jun
2012-06,Arkansas,1939,4158,4241,63,8462,2012,Jun
2012-06,California,30722,26514,27427,87,54028,2012,Jun
2012-06,Colorado,2561,11986,10435,290,22711,2012,Jun
2012-06,Connecticut,9575,4452,3178,135,7765,2012,Jun
2012-06,Delaware,0,925,748,21,1694,2012,Jun
2012-06,District of Columbia,0,18,2,0,20,2012,Jun
2012-06,Florida,0,33679,17828,725,52232,2012,Jun
2012-06,Georgia,7298,9085,6591,154,15830,2012,Jun
2012-06,Guam,0,43,33,5,81,2012,Jun
2012-06,Hawaii,1260,0,0,0,0,2012,Jun
2012-06,Idaho,1985,2280,3426,53,5759,2012,Jun
2012-06,Illinois,52870,11820,10114,0,21934,2012,Jun
2012-06,Indiana,4834,12193,9656,432,22281,2012,Jun
2012-06,Iowa,5136,72,2177,17,2266,2012,Jun
2012-06,Kansas,1588,4655,4532,134,9321,2012,Jun
2012-06,Kentucky,190681,7304,6699,122,14125,2012,Jun
2012-06,Louisiana,0,8801,7345,266,16412,2012,Jun
2012-06,Maine,0,2420,2710,63,5193,2012,Jun
2012-06,Mariana Islands,0,0,1,0,1,2012,Jun
2012-06,Maryland,0,4118,3729,37,7884,2012,Jun
2012-06,Massachusetts,8784,3896,2244,125,6265,2012,Jun
2012-06,Michigan,16666,1083,7942,173,9198,2012,Jun
2012-06,Minnesota,12162,6576,7472,197,14245,2012,Jun
2012-06,Mississippi,350,4542,4153,96,8791,2012,Jun
2012-06,Missouri,2889,14002,10593,390,24985,2012,Jun
2012-06,Montana,933,2878,3956,64,6898,2012,Jun
2012-06,Nebraska,2496,70,1749,10,1829,2012,Jun
2012-06,Nevada,1251,4141,3310,161,7612,2012,Jun
2012-06,New Hampshire,3636,3132,2691,17,5840,2012,Jun
2012-06,New Jersey,0,4070,2484,169,6723,2012,Jun
2012-06,New Mexico,698,4166,3562,121,7849,2012,Jun
2012-06,New York,2348,5894,11424,376,17694,2012,Jun
2012-06,North Carolina,14120,650,9506,224,10380,2012,Jun
2012-06,North Dakota,1661,1328,2498,26,3852,2012,Jun
2012-06,Ohio,0,20125,14019,462,34606,2012,Jun
2012-06,Oklahoma,0,10167,7651,338,18156,2012,Jun
2012-06,Oregon,23,9096,8210,0,17306,2012,Jun
2012-06,Pennsylvania,295,53,60185,0,60238,2012,Jun
2012-06,Puerto Rico,0,1027,205,6,1238,2012,Jun
2012-06,Rhode Island,0,740,601,8,1349,2012,Jun
2012-06,South Carolina,9447,6625,4286,140,11051,2012,Jun
2012-06,South Dakota,0,1599,2530,28,4157,2012,Jun
2012-06,Tennessee,7456,14810,10732,0,25542,2012,Jun
2012-06,Texas,12168,34768,28889,1311,64968,2012,Jun
2012-06,Utah,11577,2411,2967,42,5420,2012,Jun
2012-06,Vermont,0,1005,975,19,1999,2012,Jun
2012-06,Virgin Islands,0,30,8,0,38,2012,Jun
2012-06,Virginia,0,14451,10979,532,25962,2012,Jun
2012-06,Washington,10442,13288,10506,579,24373,2012,Jun
2012-06,West Virginia,184,4691,4743,101,9535,2012,Jun
2012-06,Wisconsin,7207,9771,7465,199,17435,2012,Jun
2012-06,Wyoming,309,1612,1739,37,3388,2012,Jun
2012-05,Alabama,396,11097,8917,256,20270,2012,May
2012-05,Alaska,0,2938,3077,95,6110,2012,May
2012-05,Arizona,5088,9374,6136,374,15884,2012,May
2012-05,Arkansas,1841,4128,4107,97,8332,2012,May
2012-05,California,28299,27699,27093,72,54864,2012,May
2012-05,Colorado,3477,12175,10380,368,22923,2012,May
2012-05,Connecticut,10556,4529,3187,144,7860,2012,May
2012-05,Delaware,0,1020,733,14,1767,2012,May
2012-05,District of Columbia,0,26,0,0,26,2012,May
2012-05,Florida,0,33310,17547,800,51657,2012,May
2012-05,Georgia,9078,8851,6254,145,15250,2012,May
2012-05,Guam,0,21,26,0,47,2012,May
2012-05,Hawaii,1408,0,0,0,0,2012,May
2012-05,Idaho,2702,2322,3293,59,5674,2012,May
2012-05,Illinois,55892,11987,9817,0,21804,2012,May
2012-05,Indiana,9028,11816,9152,380,21348,2012,May
2012-05,Iowa,7411,72,1916,21,2009,2012,May
2012-05,Kansas,1865,4819,4442,151,9412,2012,May
2012-05,Kentucky,187970,6851,6038,119,13008,2012,May
2012-05,Louisiana,0,7898,6675,238,14811,2012,May
2012-05,Maine,0,2574,2766,86,5426,2012,May
2012-05,Mariana Islands,0,0,1,0,1,2012,May
2012-05,Maryland,1,5249,3609,21,8879,2012,May
2012-05,Massachusetts,9453,4023,2152,190,6365,2012,May
2012-05,Michigan,19157,1137,8249,157,9543,2012,May
2012-05,Minnesota,15548,7335,7792,215,15342,2012,May
2012-05,Mississippi,426,4740,3882,97,8719,2012,May
2012-05,Missouri,3459,13959,10395,361,24715,2012,May
2012-05,Montana,936,2763,3990,53,6806,2012,May
2012-05,Nebraska,2911,85,1610,12,1707,2012,May
2012-05,Nevada,1669,4576,3268,174,8018,2012,May
2012-05,New Hampshire,2371,3518,2797,24,6339,2012,May
2012-05,New Jersey,0,4263,2498,191,6952,2012,May
2012-05,New Mexico,662,4058,3474,144,7676,2012,May
2012-05,New York,3325,6541,12175,411,19127,2012,May
2012-05,North Carolina,17474,625,9359,266,10250,2012,May
2012-05,North Dakota,1959,1512,2547,29,4088,2012,May
2012-05,Ohio,0,20446,13211,551,34208,2012,May
2012-05,Oklahoma,0,10357,7173,380,17910,2012,May
2012-05,Oregon,18,8652,8245,0,16897,2012,May
2012-05,Pennsylvania,261,36,62046,0,62082,2012,May
2012-05,Puerto Rico,0,1068,198,3,1269,2012,May
2012-05,Rhode Island,0,841,680,15,1536,2012,May
2012-05,South Carolina,7959,7126,3983,114,11223,2012,May
2012-05,South Dakota,0,1819,2508,41,4368,2012,May
2012-05,Tennessee,6391,14337,9980,0,24317,2012,May
2012-05,Texas,13009,34541,28197,1320,64058,2012,May
2012-05,Utah,10927,2430,2967,61,5458,2012,May
2012-05,Vermont,0,995,1122,19,2136,2012,May
2012-05,Virgin Islands,0,41,3,0,44,2012,May
2012-05,Virginia,0,14213,10795,551,25559,2012,May
2012-05,Washington,10892,13651,9650,492,23793,2012,May
2012-05,West Virginia,369,5025,4748,105,9878,2012,May
2012-05,Wisconsin,10437,10997,8077,223,19297,2012,May
2012-05,Wyoming,355,1780,1830,31,3641,2012,May
2012-04,Alabama,476,11518,9586,236,21340,2012,Apr
2012-04,Alaska,0,3274,3427,122,6823,2012,Apr
2012-04,Arizona,3894,10656,6984,371,18011,2012,Apr
2012-04,Arkansas,3680,4299,4209,86,8594,2012,Apr
2012-04,California,29961,29500,30211,59,59770,2012,Apr
2012-04,Colorado,4742,12909,11210,300,24419,2012,Apr
2012-04,Connecticut,10471,4895,3659,144,8698,2012,Apr
2012-04,Delaware,0,1096,839,21,1956,2012,Apr
2012-04,District of Columbia,0,27,1,0,28,2012,Apr
2012-04,Florida,0,34847,18257,703,53807,2012,Apr
2012-04,Georgia,8422,9481,6670,137,16288,2012,Apr
2012-04,Guam,0,26,38,3,67,2012,Apr
2012-04,Hawaii,1599,0,0,0,0,2012,Apr
2012-04,Idaho,2827,2509,3720,81,6310,2012,Apr
2012-04,Illinois,67212,14524,11497,0,26021,2012,Apr
2012-04,Indiana,11986,13520,10411,405,24336,2012,Apr
2012-04,Iowa,8134,116,2712,23,2851,2012,Apr
2012-04,Kansas,1358,5453,4948,168,10569,2012,Apr
2012-04,Kentucky,186399,7521,7238,125,14884,2012,Apr
2012-04,Louisiana,0,8397,6858,259,15514,2012,Apr
2012-04,Maine,0,3191,3070,86,6347,2012,Apr
2012-04,Mariana Islands,0,0,2,0,2,2012,Apr
2012-04,Maryland,20,5555,4361,43,9959,2012,Apr
2012-04,Massachusetts,8687,4231,2670,235,7136,2012,Apr
2012-04,Michigan,20773,1314,10018,177,11509,2012,Apr
2012-04,Minnesota,16217,9004,10769,253,20026,2012,Apr
2012-04,Mississippi,399,4656,4067,96,8819,2012,Apr
2012-04,Missouri,4017,15210,12050,394,27654,2012,Apr
2012-04,Montana,1124,3097,4180,51,7328,2012,Apr
2012-04,Nebraska,3372,72,1934,10,2016,2012,Apr
2012-04,Nevada,2459,4683,3846,176,8705,2012,Apr
2012-04,New Hampshire,2663,4066,3128,32,7226,2012,Apr
2012-04,New Jersey,0,4047,2685,172,6904,2012,Apr
2012-04,New Mexico,592,4246,3779,146,8171,2012,Apr
2012-04,New York,3046,6768,15285,519,22572,2012,Apr
2012-04,North Carolina,16909,595,10061,248,10904,2012,Apr
2012-04,North Dakota,1404,1956,3032,29,5017,2012,Apr
2012-04,Ohio,0,25352,15717,610,41679,2012,Apr
2012-04,Oklahoma,0,10982,8339,440,19761,2012,Apr
2012-04,Oregon,26,10426,9978,0,20404,2012,Apr
2012-04,Pennsylvania,235,29,71424,1,71454,2012,Apr
2012-04,Puerto Rico,0,980,152,8,1140,2012,Apr
2012-04,Rhode Island,0,953,720,17,1690,2012,Apr
2012-04,South Carolina,5724,7911,4404,159,12474,2012,Apr
2012-04,South Dakota,0,2122,2937,42,5101,2012,Apr
2012-04,Tennessee,6058,15736,10927,0,26663,2012,Apr
2012-04,Texas,12043,36296,28840,1282,66418,2012,Apr
2012-04,Utah,11153,2968,3317,82,6367,2012,Apr
2012-04,Vermont,0,1321,1468,27,2816,2012,Apr
2012-04,Virgin Islands,0,25,1,0,26,2012,Apr
2012-04,Virginia,0,17649,12196,594,30439,2012,Apr
2012-04,Washington,12297,14790,11022,617,26429,2012,Apr
2012-04,West Virginia,280,5629,5942,107,11678,2012,Apr
2012-04,Wisconsin,13383,14046,11444,260,25750,2012,Apr
2012-04,Wyoming,372,1786,1974,39,3799,2012,Apr
2012-03,Alabama,596,15995,12285,358,28638,2012,Mar
2012-03,Alaska,0,3047,3112,145,6304,2012,Mar
2012-03,Arizona,6413,13484,9115,466,23065,2012,Mar
2012-03,Arkansas,3302,6928,6170,107,13205,2012,Mar
2012-03,California,31724,36137,38797,74,75008,2012,Mar
2012-03,Colorado,4787,16271,14039,362,30672,2012,Mar
2012-03,Connecticut,11431,6139,4498,163,10800,2012,Mar
2012-03,Delaware,0,1350,1057,34,2441,2012,Mar
2012-03,District of Columbia,0,34,0,0,34,2012,Mar
2012-03,Florida,0,41823,21504,836,64163,2012,Mar
2012-03,Georgia,11662,14631,9607,277,24515,2012,Mar
2012-03,Guam,0,30,36,3,69,2012,Mar
2012-03,Hawaii,1547,0,0,0,0,2012,Mar
2012-03,Idaho,2808,3474,5160,118,8752,2012,Mar
2012-03,Illinois,72936,17725,14376,0,32101,2012,Mar
2012-03,Indiana,12257,18763,13250,672,32685,2012,Mar
2012-03,Iowa,10534,162,3926,25,4113,2012,Mar
2012-03,Kansas,1203,8582,7394,248,16224,2012,Mar
2012-03,Kentucky,185109,11306,9638,162,21106,2012,Mar
2012-03,Louisiana,0,11125,8996,347,20468,2012,Mar
2012-03,Maine,0,4007,3768,103,7878,2012,Mar
2012-03,Mariana Islands,0,0,0,0,0,2012,Mar
2012-03,Maryland,8,6244,5099,46,11389,2012,Mar
2012-03,Massachusetts,9842,5410,3128,163,8701,2012,Mar
2012-03,Michigan,24910,1575,12952,186,14713,2012,Mar
2012-03,Minnesota,18431,10954,12722,305,23981,2012,Mar
2012-03,Mississippi,493,6661,5848,139,12648,2012,Mar
2012-03,Missouri,4623,20609,15430,617,36656,2012,Mar
2012-03,Montana,1379,3784,4832,65,8681,2012,Mar
2012-03,Nebraska,4354,124,2542,8,2674,2012,Mar
2012-03,Nevada,1672,5913,4642,211,10766,2012,Mar
2012-03,New Hampshire,2824,4593,3402,24,8019,2012,Mar
2012-03,New Jersey,0,4266,3154,166,7586,2012,Mar
2012-03,New Mexico,611,5722,5160,249,11131,2012,Mar
2012-03,New York,2886,8068,17056,552,25676,2012,Mar
2012-03,North Carolina,22750,746,12962,429,14137,2012,Mar
2012-03,North Dakota,1745,2657,3621,49,6327,2012,Mar
2012-03,Ohio,0,33749,19245,886,53880,2012,Mar
2012-03,Oklahoma,0,14529,10953,565,26047,2012,Mar
2012-03,Oregon,65,12906,12430,0,25336,2012,Mar
2012-03,Pennsylvania,280,64,92661,0,92725,2012,Mar
2012-03,Puerto Rico,0,1249,187,4,1440,2012,Mar
2012-03,Rhode Island,0,1167,934,16,2117,2012,Mar
2012-03,South Carolina,6909,11548,6054,211,17813,2012,Mar
2012-03,South Dakota,0,2847,3863,59,6769,2012,Mar
2012-03,Tennessee,5440,19732,14661,0,34393,2012,Mar
2012-03,Texas,21989,47874,37409,1596,86879,2012,Mar
2012-03,Utah,10779,4131,4265,72,8468,2012,Mar
2012-03,Vermont,0,1679,1776,32,3487,2012,Mar
2012-03,Virgin Islands,0,15,1,0,16,2012,Mar
2012-03,Virginia,0,21304,14545,753,36602,2012,Mar
2012-03,Washington,12738,17010,12812,822,30644,2012,Mar
2012-03,West Virginia,385,7815,7501,142,15458,2012,Mar
2012-03,Wisconsin,14127,17351,14968,331,32650,2012,Mar
2012-03,Wyoming,424,2352,2485,36,4873,2012,Mar
2012-02,Alabama,573,18348,13565,312,32225,2012,Feb
2012-02,Alaska,0,2622,2353,118,5093,2012,Feb
2012-02,Arizona,3002,14082,8959,387,23428,2012,Feb
2012-02,Arkansas,2742,8513,7724,114,16351,2012,Feb
2012-02,California,25314,30902,31877,72,62851,2012,Feb
2012-02,Colorado,2752,17069,14133,358,31560,2012,Feb
2012-02,Connecticut,9696,5957,4073,133,10163,2012,Feb
2012-02,Delaware,0,1463,950,28,2441,2012,Feb
2012-02,District of Columbia,0,36,2,0,38,2012,Feb
2012-02,Florida,0,43744,22852,747,67343,2012,Feb
2012-02,Georgia,11666,18514,11296,216,30026,2012,Feb
2012-02,Guam,0,43,41,5,89,2012,Feb
2012-02,Hawaii,1257,0,0,0,0,2012,Feb
2012-02,Idaho,2264,3273,4340,78,7691,2012,Feb
2012-02,Illinois,55426,17750,14271,0,32021,2012,Feb
2012-02,Indiana,9076,19808,14257,568,34633,2012,Feb
2012-02,Iowa,11797,153,3884,23,4060,2012,Feb
2012-02,Kansas,1311,8293,7353,237,15883,2012,Feb
2012-02,Kentucky,180668,14498,11882,202,26582,2012,Feb
2012-02,Louisiana,0,12534,9441,248,22223,2012,Feb
2012-02,Maine,0,3446,3473,94,7013,2012,Feb
2012-02,Mariana Islands,0,0,0,0,0,2012,Feb
2012-02,Maryland,39,6192,5519,58,11769,2012,Feb
2012-02,Massachusetts,8308,4431,2478,176,7085,2012,Feb
2012-02,Michigan,24751,1492,12631,239,14362,2012,Feb
2012-02,Minnesota,14201,9320,9761,270,19351,2012,Feb
2012-02,Mississippi,545,8447,7201,135,15783,2012,Feb
2012-02,Missouri,3485,23012,16630,597,40239,2012,Feb
2012-02,Montana,1207,3705,4128,73,7906,2012,Feb
2012-02,Nebraska,4458,96,2418,23,2537,2012,Feb
2012-02,Nevada,1809,5623,3881,210,9714,2012,Feb
2012-02,New Hampshire,2630,4297,3128,43,7468,2012,Feb
2012-02,New Jersey,0,3556,2862,127,6545,2012,Feb
2012-02,New Mexico,754,5702,4863,159,10724,2012,Feb
2012-02,New York,2765,8269,17120,561,25950,2012,Feb
2012-02,North Carolina,24362,857,16115,482,17454,2012,Feb
2012-02,North Dakota,1169,2569,3031,53,5653,2012,Feb
2012-02,Ohio,0,35526,19840,770,56136,2012,Feb
2012-02,Oklahoma,0,15562,11793,443,27798,2012,Feb
2012-02,Oregon,35,12089,11200,0,23289,2012,Feb
2012-02,Pennsylvania,239,67,89116,1,89184,2012,Feb
2012-02,Puerto Rico,0,1123,178,7,1308,2012,Feb
2012-02,Rhode Island,0,1142,793,14,1949,2012,Feb
2012-02,South Carolina,5497,15798,7433,287,23518,2012,Feb
2012-02,South Dakota,0,2818,3739,56,6613,2012,Feb
2012-02,Tennessee,5111,25658,17153,0,42811,2012,Feb
2012-02,Texas,13453,54703,40563,1424,96690,2012,Feb
2012-02,Utah,7682,3561,3811,49,7421,2012,Feb
2012-02,Vermont,0,1602,1501,28,3131,2012,Feb
2012-02,Virgin Islands,0,33,4,0,37,2012,Feb
2012-02,Virginia,0,24439,15704,833,40976,2012,Feb
2012-02,Washington,10962,16266,11830,708,28804,2012,Feb
2012-02,West Virginia,148,8774,8171,161,17106,2012,Feb
2012-02,Wisconsin,16860,18262,11969,321,30552,2012,Feb
2012-02,Wyoming,288,2094,2124,47,4265,2012,Feb
2012-01,Alabama,518,11998,11176,265,23439,2012,Jan
2012-01,Alaska,0,1645,1713,58,3416,2012,Jan
2012-01,Arizona,2946,9570,6969,321,16860,2012,Jan
2012-01,Arkansas,2372,4886,5554,80,10520,2012,Jan
2012-01,California,23099,25812,25757,59,51628,2012,Jan
2012-01,Colorado,2815,13711,11801,274,25786,2012,Jan
2012-01,Connecticut,9009,4894,3904,147,8945,2012,Jan
2012-01,Delaware,0,1168,820,23,2011,2012,Jan
2012-01,District of Columbia,0,43,2,0,45,2012,Jan
2012-01,Florida,4,34951,18761,587,54299,2012,Jan
2012-01,Georgia,10964,10796,8258,176,19230,2012,Jan
2012-01,Guam,0,29,42,3,74,2012,Jan
2012-01,Hawaii,1057,2,2,2,6,2012,Jan
2012-01,Idaho,2503,2368,3491,56,5915,2012,Jan
2012-01,Illinois,64346,13424,11581,0,25005,2012,Jan
